Name	UBGE	QSRH	JWXT	LBWZ	FLGU
NYNK	55	42	0	0	3
SPYY	52	31	8	5	4
JLHF	13	81	3	0	3
TLRF	93	6	0	0	1
RBLD	86	2	5	3	4
AOMR	56	19	8	2	15
MQBM	74	4	14	4	4
KGRC	29	0	22	40	9
TTHM	20	30	39	2	9
ZVEP	44	49	4	0	3
DNSH	81	7	5	3	4
KWSP	49	20	4	26	1
FRYV	16	71	12	0	1
WWNX	99	0	0	0	1
OJZT	31	2	0	22	45
HUBJ	67	5	20	4	4
RFJU	94	5	0	0	1
PPKZ	89	5	2	1	3
SEBC	43	22	23	2	10
RPOJ	77	12	4	4	3
DYGU	67	12	12	6	3
GRDT	60	1	17	16	6
ISRN	12	53	4	8	23
NECJ	32	50	9	0	9
DSVY	28	49	15	2	6
OJWT	24	71	2	1	2
DUBB	90	9	0	0	1
UZHM	27	18	20	18	17
ECPW	19	39	18	15	9
BIYU	75	9	0	9	7
PMFN	69	14	2	2	13
EIDH	39	11	2	15	33
ZIPD	33	46	9	7	5
JKAP	1	77	16	2	4
ZSWU	5	81	11	2	1
ZKSW	33	9	13	39	6
HPVL	77	20	0	2	1
ANEH	45	30	4	8	13
OSIS	29	18	14	4	35
NXEY	98	1	0	0	1
EDIK	97	0	2	0	1
LZTN	69	16	3	5	7
FIIQ	81	10	5	0	4
ISYW	69	9	20	0	2
FYCI	23	58	7	2	10
BGGI	48	39	5	7	1
QTSR	24	53	9	8	6
OHCH	40	47	5	1	7
BHIT	43	53	0	1	3
XCPO	29	18	28	14	11
HZGY	61	9	6	12	12
OMTY	66	4	24	1	5
VCGE	43	38	10	6	3
PGTD	12	72	5	3	8
TNZL	54	21	13	9	3
BVEZ	17	19	51	10	3
HITF	0	33	8	36	23
LNJJ	50	4	17	21	8
DLED	15	32	37	6	10
OLDQ	48	29	12	3	8
LZWU	8	12	23	24	33
KJAA	10	13	23	53	1
LLVS	5	63	19	11	2
QJQO	21	40	5	29	5
AAYN	21	45	22	11	1
ETTU	37	43	5	6	9
DDEA	73	21	1	3	2
JZET	50	37	2	9	2
GDAC	21	61	13	4	1
UWOI	93	5	1	0	1
CFKB	33	6	8	10	43
SEEG	40	55	2	1	2
NWOG	68	5	5	8	14
JIGX	25	73	1	0	1
LGQH	33	10	31	3	23
ZVKB	60	20	9	9	2
JDUC	28	19	12	38	3
ABRA	85	3	11	0	1
IQUD	27	13	5	20	35
HKGW	76	3	16	4	1
WJND	20	60	4	2	14
ASHH	46	29	7	13	5
WRSZ	72	8	11	1	8
BKUX	2	35	10	46	7
HVDM	73	22	2	1	2
KQDO	91	7	1	0	1
CNAC	42	45	1	6	6
TIBV	96	1	0	1	2
OKAQ	41	47	0	0	12
DDOC	16	2	21	15	46
MBUN	35	3	27	16	19
ROSK	74	18	4	0	4
MMAN	78	6	5	3	8
NYYH	21	2	31	33	13
BVIX	57	27	4	5	7
YNYW	7	56	11	11	15
ONQR	2	73	11	2	12
SMAK	10	14	20	36	20
EZIY	37	43	9	9	2
ENOG	33	32	8	24	3
QNSR	40	43	12	1	4
IDFC	61	35	1	2	1
GHRC	27	27	2	37	7
BUNN	20	17	53	2	8
GDTP	43	33	5	8	11
HAPG	48	19	7	7	19
DTZB	78	3	11	2	6
LWQP	21	16	7	6	50
HYWM	16	66	6	8	4
BGVG	78	18	1	2	1
OGJL	22	63	6	0	9
NMDO	94	3	0	0	3
XMZN	51	35	1	4	9
KIAN	31	24	22	14	9
MYAZ	82	11	6	0	1
NTZS	65	27	5	1	2
BTJI	85	12	0	2	1
DBBX	80	18	1	0	1
ZNBZ	60	9	7	5	19
OMAT	73	11	10	3	3
PPMO	99	0	0	0	1
UFWU	59	40	0	0	1
ZWSD	72	20	6	1	1
NDTJ	81	7	1	7	4
JMIF	43	12	6	30	9
SKFK	38	29	21	6	6
VLUX	69	16	12	2	1
URBW	43	23	28	2	4
CDKD	67	14	2	12	5
SYKH	51	19	12	0	18
MENJ	64	7	0	24	5
PMKT	16	22	22	12	28
PVIG	8	47	40	1	4
HAET	10	50	13	10	17
GAKG	88	5	5	1	1
DONF	3	39	34	10	14
OCSR	7	17	72	3	1
HDCQ	3	25	53	0	19
DAMD	86	1	5	0	8
CLDN	99	0	0	0	1
KTEA	83	11	1	0	5
BLZT	37	6	47	8	2
VMCA	92	3	2	1	2
RPOQ	5	39	53	1	2
UFFH	7	68	5	9	11
RKBK	11	61	21	0	7
PHSN	60	12	26	1	1
ESIG	10	63	0	17	10
MKYE	88	6	4	0	2
GQJN	38	9	19	33	1
VOAU	69	13	17	0	1
GGCJ	40	58	0	1	1
KLYS	75	14	1	0	10
MQHZ	94	2	2	0	2
JIKO	68	7	23	0	2
LLXQ	46	22	21	3	8
HKDY	22	51	6	5	16
KZHB	15	0	46	31	8
RBAB	58	33	2	1	6
MWHH	69	15	9	0	7
ZZRO	32	42	21	3	2
CDDS	93	6	0	0	1
XCYK	41	35	16	3	5
DYMI	38	57	2	2	1
KGCE	30	0	34	2	34
GIZL	64	20	3	7	6
ZVKP	55	8	24	4	9
HFKJ	14	40	14	5	27
PFIS	81	13	0	5	1
PWDC	61	9	25	2	3
SXJN	52	45	1	0	2
PSWC	58	5	33	3	1
ZVWL	23	41	27	2	7
SNAR	4	52	33	0	11
IWQG	11	69	12	5	3
WCCD	86	0	4	4	6
YICU	39	25	11	4	21
DCVA	94	4	0	0	2
YVUS	49	33	12	1	5
EGPD	42	37	8	9	4
FOSS	43	54	1	1	1
NLDA	96	2	1	0	1
YCEB	23	44	31	0	2
RXQE	83	3	10	1	3
SCUK	97	1	1	0	1
EVFB	51	32	4	7	6
OLEI	47	18	16	11	8
PKBO	31	33	3	10	23
RRIW	83	5	2	5	5
MEWK	37	57	4	1	1
QCPK	4	41	54	0	1
QEUO	40	2	38	13	7
TWJV	35	25	28	3	9
GRWH	48	4	11	25	12
QBXF	88	8	1	0	3
RZGQ	50	31	1	7	11
NEQM	55	43	1	0	1
KJEJ	57	30	11	1	1
YCYJ	14	38	38	0	10
PCDK	14	4	61	13	8
OKTH	44	42	1	8	5
KQVN	51	44	3	1	1
CSSK	68	23	2	0	7
KOXL	81	4	1	4	10
POVD	95	2	0	0	3
ZHYM	60	10	16	9	5
LEHL	33	23	41	2	1
DRXW	86	9	4	0	1
ONYZ	7	49	0	24	20
POKK	79	16	2	0	3
AEAQ	96	2	1	0	1
PAAH	64	7	9	5	15
LUYC	33	38	18	9	2
ETVU	93	3	0	1	3
FUWR	66	6	5	20	3
NRJB	50	36	12	0	2
FDZA	85	5	7	1	2
ODMG	83	3	4	0	10
ZSCW	33	42	15	2	8
PCOR	21	44	13	9	13
VLOV	56	0	20	19	5
ZLDO	72	26	0	0	2
JHCU	65	1	2	18	14
MTKU	81	2	3	13	1
TBKK	63	18	9	9	1
FHWW	51	4	22	14	9
BGIX	47	30	17	4	2
JZIV	58	29	12	0	1
GDUR	54	29	11	5	1
UCOJ	14	16	5	26	39
FUTO	81	5	7	1	6
HPBR	17	55	11	9	8
HAQK	27	62	0	4	7
OMDJ	0	38	40	3	19
XYPU	96	1	0	2	1
PQJY	58	1	27	1	13
SBCD	55	30	1	5	9
RIAJ	17	12	10	55	6
YXTG	6	55	22	14	3
ZSUQ	50	7	35	4	4
UZRZ	29	37	20	3	11
UGCQ	38	43	14	2	3
NLZS	28	31	2	4	35
MFDW	88	5	6	0	1
MNOE	47	9	27	7	10
HNLV	47	48	2	0	3
YIDB	14	10	17	20	39
YOMB	37	46	5	3	9
JODW	13	50	36	0	1
VOKT	99	0	0	0	1
TWYO	37	51	4	2	6
HFGY	70	16	0	7	7
EDMX	77	13	1	3	6
JUGO	71	13	5	8	3
XYIN	79	16	4	0	1
EUPX	35	3	38	6	18
NWOW	74	19	5	0	2
SPFO	56	36	5	2	1
WNAU	22	41	27	3	7
FXTA	1	23	75	0	1
EZBV	91	4	4	0	1
DFUF	59	15	25	0	1
CUBW	2	82	0	15	1
DERV	0	76	2	10	12
PXJP	78	17	4	0	1
NWQA	75	13	9	2	1
YKXF	18	11	20	17	34
YBST	82	3	2	4	9
CHPS	99	0	0	0	1
XRID	22	77	0	0	1
JVWP	87	11	0	0	2
PAQT	9	12	43	12	24
SGYM	95	0	4	0	1
VPIN	79	2	2	16	1
UDKZ	28	39	16	3	14
ZDCZ	76	19	1	3	1
CALZ	4	74	13	2	7
ZIUH	56	34	6	1	3
XRYY	75	14	0	1	10
SUMV	98	1	0	0	1
KOKU	70	4	23	0	3
NCZY	76	5	11	1	7
MQBC	87	3	0	5	5
YGGH	27	58	4	1	10
OTXA	38	53	6	2	1
TXKQ	58	4	15	11	12
DIJJ	80	13	1	0	6
OWWL	88	7	3	1	1
VWJA	33	40	21	3	3
WIIY	85	5	9	0	1
WTDY	43	53	1	2	1
PTLN	2	31	57	1	9
ERVS	73	10	2	8	7
NTMM	33	12	14	7	34
XAPD	52	38	2	7	1
NMKO	15	23	35	14	13
LGUE	55	10	3	14	18
POLR	45	46	5	1	3
MGPA	72	20	4	1	3
JYEG	99	0	0	0	1
FYAC	40	5	34	13	8
XDNY	34	41	10	10	5
XZBX	66	18	13	2	1
RKUQ	5	81	6	0	8
EFMN	82	8	0	4	6
QYDP	20	50	0	22	8
MMJA	51	24	14	7	4
DHLZ	29	70	0	0	1
RNTD	15	78	6	0	1
YRGS	41	13	24	0	22
KBDO	49	23	13	10	5
QVJN	3	3	9	54	31
ICXR	85	13	1	0	1
QYBV	23	65	2	9	1
TKPG	85	0	8	1	6
ABMI	54	15	12	17	2
OQJI	31	58	1	4	6
LPYO	40	38	10	9	3
PMUQ	42	49	7	0	2
OSRU	40	16	0	13	31
NDHP	46	49	2	2	1
GCVH	10	87	2	0	1
PRTB	55	35	4	4	2
VCTP	19	30	4	8	39
OQAH	36	54	3	4	3
WWJI	3	49	9	23	16
XHES	53	44	2	0	1
QOUK	16	82	1	0	1
AQSM	93	3	0	2	2
JBFS	40	10	34	5	11
XESX	18	29	33	12	8
XHQU	8	86	3	2	1
DNHK	79	14	4	1	2
HLJM	74	1	8	7	10
XLMA	27	59	9	3	2
ZCPQ	87	2	7	1	3
NHOX	89	3	4	0	4
MJQT	99	0	0	0	1
YFXQ	44	28	17	3	8
VPKS	12	1	42	2	43
UYYL	46	24	16	8	6
XINY	16	78	4	1	1
FTSR	28	1	68	0	3
RGBH	89	9	0	0	2
WOZB	20	34	17	13	16
RITD	0	70	4	23	3
YOMK	30	57	10	2	1
ZYUF	40	15	31	1	13
HABP	96	2	1	0	1
JGAZ	29	59	0	11	1
CDJI	34	43	3	0	20
UFBG	64	6	2	11	17
PRWZ	63	20	15	0	2
XSAC	80	16	1	0	3
YUCG	89	4	5	1	1
WAUT	58	15	3	4	20
EPJQ	98	0	0	1	1
FBLQ	63	3	7	26	1
TXIW	7	75	9	2	7
YGDP	77	4	13	3	3
OWXF	44	46	1	8	1
MOAV	93	0	6	0	1
UUZR	4	28	6	21	41
CDSS	90	7	2	0	1
JXBU	17	2	45	33	3
TLJN	77	15	2	4	2
HJVZ	18	1	39	11	31
TOCI	11	38	0	37	14
UZLA	2	19	46	25	8
GBYQ	90	5	2	1	2
VWLO	90	7	2	0	1
KUAP	93	1	4	0	2
LQSU	22	21	45	0	12
UBTD	7	81	4	1	7
ARNG	98	0	1	0	1
DCQF	17	81	1	0	1
GQEG	87	10	0	1	2
BJTV	3	69	7	11	10
LWPG	72	16	3	8	1
USQC	65	20	13	1	1
FTXL	68	3	8	4	17
MZEP	70	29	0	0	1
VCUI	37	36	7	13	7
IGME	16	7	68	4	5
MYQH	81	16	2	0	1
OJTT	40	42	4	11	3
SEHO	77	13	4	3	3
MGCL	63	3	1	13	20
CRDT	37	43	12	7	1
FLTZ	82	9	2	4	3
ZQMZ	81	5	10	3	1
NZUO	76	9	10	2	3
IJRT	55	22	10	0	13
OHJI	84	6	8	1	1
ZLMZ	63	2	20	11	4
YHFK	89	0	2	7	2
THRM	83	8	0	4	5
FLLN	96	1	0	0	3
DVOH	94	4	1	0	1
TXUH	29	2	8	29	32
BOOO	75	9	2	6	8
JZUE	65	2	26	3	4
GCGB	50	45	4	0	1
LLSY	73	21	1	0	5
IYMK	84	7	3	4	2
RCYY	93	4	1	1	1
CFAE	77	1	21	0	1
RNDI	67	7	19	3	4
VPVS	59	15	18	6	2
TMJK	98	1	0	0	1
VZVN	78	21	0	0	1
YITI	31	2	7	27	33
IJDI	81	16	0	2	1
NFLH	67	18	2	9	4
KJMR	39	13	37	9	2
FOTG	63	14	11	8	4
JXBP	80	15	4	0	1
WCAO	55	5	24	6	10
EAXY	54	19	1	3	23
PHDG	9	76	1	1	13
TSXT	49	27	22	1	1
KNUH	22	17	16	4	41
YKCQ	48	28	4	19	1
WYAN	65	24	9	0	2
AWUV	20	68	10	1	1
BGNB	63	28	8	0	1
AAHS	75	11	9	0	5
OYXO	52	20	27	0	1
QTHJ	42	25	29	0	4
NLOF	3	12	26	5	54
BRNQ	38	10	14	21	17
FPHG	95	1	0	2	2
GUKW	48	27	23	1	1
DFFH	87	5	1	2	5
QVMW	91	3	2	1	3
MSDV	14	54	4	4	24
IYYG	71	12	10	3	4
SYME	95	4	0	0	1
LWQD	85	3	8	3	1
LYKT	41	7	22	14	16
BAYY	45	50	3	0	2
FYDZ	86	2	6	2	4
AIJH	1	0	30	5	64
FBUU	1	83	1	8	7
NZDX	2	73	8	9	8
EKYX	11	65	0	6	18
LYTC	76	3	10	0	11
SWSK	11	82	1	2	4
VOMW	4	56	18	6	16
ZVCP	7	37	54	0	2
ANIC	10	1	73	5	11
NBFD	2	92	2	0	4
FOBO	25	12	15	40	8
MLDY	6	82	11	0	1
XGKP	59	4	9	22	6
SDJZ	38	19	10	0	33
KVJN	33	26	9	27	5
GMPQ	88	10	0	1	1
BWGU	56	35	5	0	4
HGWC	81	4	6	1	8
FDNF	49	23	27	0	1
ANIC	48	32	18	1	1
WSXN	6	43	23	17	11
EGGC	53	5	1	0	41
ALLU	38	3	8	30	21
WSUA	47	28	16	5	4
IAGC	34	62	0	2	2
RXAG	23	70	6	0	1
MICA	17	13	30	32	8
OIQI	68	13	2	11	6
POTN	88	11	0	0	1
JSCM	2	88	3	6	1
TXND	43	34	11	1	11
PKNA	30	53	1	3	13
TJQR	16	39	44	0	1
RARM	5	90	3	1	1
YRPU	90	0	2	0	8
CPXM	40	37	17	3	3
QWSQ	27	51	17	1	4
XZMK	92	0	0	5	3
QWCQ	17	23	19	31	10
EQPO	57	22	3	0	18
HCVE	23	11	25	9	32
WHWY	53	38	0	0	9
MGVN	54	5	17	8	16
OZMQ	12	20	47	7	14
VKDV	16	79	2	1	2
MWTW	39	24	8	10	19
ONCI	68	19	6	1	6
RMPG	67	24	0	5	4
PNCD	67	7	23	1	2
VJBR	35	35	28	0	2
TDCP	13	33	37	3	14
XZER	34	9	45	9	3
TDHX	29	7	43	6	15
POMI	56	35	7	0	2
NLNO	62	18	10	2	8
VWFS	4	20	13	43	20
OHYF	27	4	59	6	4
LUAO	89	4	4	0	3
EBEX	62	9	3	6	20
QBBL	89	10	0	0	1
KUTH	86	8	5	0	1
OWCW	49	47	1	1	2
FCNZ	4	26	5	19	46
DSPF	99	0	0	0	1
NPEC	60	14	6	12	8
GSIT	16	23	45	10	6
TQFU	44	17	13	2	24
SLDE	97	1	0	0	2
DPJX	76	5	16	2	1
WXSI	94	2	0	3	1
YXMJ	23	73	0	0	4
GBKD	21	5	46	17	11
GFPO	93	6	0	0	1
UJXN	58	0	7	13	22
IHFB	16	8	68	1	7
PEQS	81	13	3	2	1
HDCT	72	16	11	0	1
ZYPW	3	49	29	4	15
XAVX	85	8	3	0	4
HLZU	23	17	43	1	16
SDFM	91	3	3	2	1
JDCG	50	1	6	2	41
OJUV	87	9	3	0	1
RYLH	60	5	30	3	2
FNEX	28	10	20	19	23
JCNT	47	11	26	4	12
HXFW	43	51	1	4	1
EMUY	0	35	8	13	44
GIAZ	85	3	9	1	2
BILU	19	16	16	22	27
IDAR	92	0	2	1	5
IETU	35	24	19	21	1
YHMD	18	54	11	1	16
DVUC	44	22	26	7	1
FIQW	35	29	11	6	19
ASQR	47	51	0	1	1
WMVX	72	2	7	12	7
SYOC	20	16	54	9	1
KUOA	74	15	7	1	3
ZGDM	2	73	14	1	10
TDGZ	56	39	1	0	4
BZDK	89	2	0	7	2
WSHS	41	1	53	1	4
VIXM	96	3	0	0	1
IKJB	94	5	0	0	1
NLZT	48	11	24	13	4
EIPI	46	48	4	1	1
FAEF	98	1	0	0	1
JDCM	83	16	0	0	1
JUEZ	6	15	59	11	9
TCHQ	19	25	28	12	16
RQVY	71	4	12	10	3
HSJI	14	10	73	0	3
MQYS	73	20	4	0	3
GOMW	45	29	1	1	24
QQVF	14	80	1	0	5
GKRJ	77	9	6	4	4
DCEO	35	53	8	3	1
ZURD	67	20	4	6	3
QISM	29	54	1	8	8
JTLI	9	28	17	38	8
DWTJ	35	32	23	8	2
YYFJ	25	9	34	19	13
BXSL	69	29	0	0	2
AQFP	37	22	32	5	4
MVAV	89	10	0	0	1
QXNJ	54	32	3	2	9
GVHE	61	32	1	1	5
NJJS	28	7	28	22	15
DOWL	10	63	19	1	7
NOVU	41	56	2	0	1
JZJO	8	56	1	22	13
RWHO	60	27	11	1	1
MYFZ	81	16	0	1	2
CDRB	0	36	48	9	7
NAJI	74	23	1	1	1
NFTG	43	9	25	19	4
RIIM	75	21	2	1	1
WVLY	95	4	0	0	1
CSAP	32	37	23	4	4
KRMP	10	78	1	10	1
QVKS	5	24	57	9	5
NVMX	47	31	12	5	5
OLES	13	82	2	0	3
OTCC	37	57	2	3	1
TMID	58	39	0	2	1
XJBM	8	78	1	10	3
CZAR	71	10	15	2	2
HHEI	17	59	6	10	8
LMEZ	27	32	38	1	2
EIVT	88	0	0	8	4
QGAK	90	7	0	1	2
RQWI	79	19	1	0	1
CMBP	69	3	15	8	5
AKNK	54	2	34	2	8
GMRX	70	25	3	1	1
FUHQ	59	25	13	0	3
RQQK	98	0	1	0	1
SJJN	23	67	8	1	1
WPBI	27	54	8	2	9
UJKX	80	18	0	0	2
OHSX	39	22	11	22	6
MDFJ	48	9	20	7	16
YRUA	54	23	21	1	1
EKQQ	3	7	64	20	6
IYYY	14	80	1	2	3
HGVD	53	5	31	6	5
WBZD	14	3	72	0	11
IVSZ	72	18	7	1	2
KKAN	24	38	7	0	31
LHSH	65	28	2	0	5
QBTZ	11	52	24	3	10
CWQI	20	19	45	10	6
MLSD	8	20	24	17	31
WYSV	33	38	11	9	9
LRIR	91	7	0	1	1
TULJ	87	11	1	0	1
OBVF	10	22	65	1	2
SJDE	88	9	2	0	1
MDXN	91	0	6	2	1
EWJI	79	20	0	0	1
DNHG	74	5	8	2	11
SXYN	66	3	29	1	1
VXXT	94	1	1	1	3
IDBF	86	9	3	1	1
WDAJ	53	31	12	1	3
TSVA	11	17	1	3	68
YLMW	9	69	1	18	3
GUYP	14	15	22	3	46
HFRO	9	53	15	3	20
DPZF	45	15	14	3	23
DAHL	17	63	12	0	8
BDDS	74	4	3	10	9
KTSX	53	22	23	0	2
AISM	77	19	1	2	1
LUMD	89	9	1	0	1
POMY	45	37	7	10	1
MLVS	54	21	15	6	4
BYKW	3	14	27	12	44
SEHY	70	0	19	5	6
WFHZ	98	1	0	0	1
XTAI	1	72	11	15	1
EVCY	50	1	23	11	15
FGGH	40	28	8	11	13
TIVI	18	51	20	0	11
BAZH	13	86	0	0	1
TIUX	92	5	0	2	1
TWTS	75	15	9	0	1
MOOS	89	1	7	1	2
DAXM	5	19	23	11	42
BGOC	69	11	10	0	10
IZPI	86	13	0	0	1
BOUP	42	28	2	18	10
NFTX	79	10	8	1	2
OORN	6	80	10	0	4
ANKX	49	23	19	1	8
SMKM	42	42	12	2	2
EXOM	61	24	3	9	3
FBUI	29	56	5	2	8
VROX	10	18	10	4	58
NPEI	11	25	6	46	12
TCJE	28	18	27	10	17
GPRL	65	13	19	2	1
CERT	17	73	4	5	1
TNYA	44	52	2	1	1
ZZOF	44	11	42	1	2
DEQM	52	34	5	1	8
SGFY	62	12	16	8	2
QKLU	33	32	33	0	2
YTLR	82	12	2	3	1
GCPA	23	74	1	0	2
CUIE	73	19	2	3	3
JROB	76	3	4	11	6
FIOU	26	54	6	0	14
UHRN	71	18	7	2	2
ZKRO	15	64	12	1	8
LVID	12	38	7	3	40
WYUX	42	38	15	1	4
LIKL	4	75	19	1	1
BXCJ	48	35	8	4	5
TIIL	42	10	42	2	4
DPRU	84	11	1	1	3
QIDV	35	8	9	31	17
WPCG	35	51	8	1	5
LIDC	33	20	43	1	3
LBHL	13	14	64	2	7
QUSE	55	30	1	8	6
ERPV	8	60	31	0	1
AMIN	61	6	31	0	2
KWKH	83	12	2	2	1
SUPO	7	38	34	15	6
FNXR	72	2	4	16	6
BYKR	81	6	8	2	3
VJUS	25	60	11	1	3
DWDH	6	40	15	23	16
VPIC	27	21	32	5	15
SQGX	31	59	8	0	2
CCTS	63	34	1	0	2
SLNW	95	4	0	0	1
QVVF	2	57	8	17	16
TMZP	56	38	0	1	5
ZUEY	68	18	13	0	1
CXKV	78	17	1	3	1
YPGM	3	64	10	12	11
XFZD	94	5	0	0	1
HFWE	70	22	7	0	1
VYDC	19	30	37	13	1
DERY	62	24	3	3	8
LQAM	58	35	6	0	1
CONO	89	1	1	1	8
RERC	53	10	12	13	12
MAZU	20	70	2	5	3
ZOSB	72	13	7	0	8
ZXAQ	83	2	0	14	1
BNHL	98	0	1	0	1
INZO	84	2	0	2	12
IXPI	47	3	21	5	24
RRCQ	20	54	18	2	6
ZASR	58	31	7	3	1
UMTF	50	46	0	3	1
XVIY	57	31	5	0	7
BDUI	4	14	1	51	30
URPV	46	17	22	8	7
GUNA	31	14	36	14	5
MISK	36	47	12	1	4
NSQM	98	0	1	0	1
LCKW	31	22	15	18	14
FSSU	19	39	28	12	2
LAVT	43	35	5	0	17
XJHT	70	4	15	9	2
BXOF	78	17	2	0	3
ZDEQ	3	93	0	0	4
ATAZ	49	0	10	33	8
WJYY	3	56	35	0	6
DVTH	93	3	0	2	2
ORTH	43	35	0	20	2
IGSY	11	56	13	0	20
SSJK	87	6	0	2	5
GDNF	23	57	2	9	9
RKKV	24	68	3	1	4
IZPU	85	13	1	0	1
KSPF	13	56	23	0	8
NJAI	9	72	13	3	3
DEHS	24	43	25	6	2
IDCW	89	3	4	1	3
EBVN	14	77	3	0	6
QIHW	86	1	1	6	6
HAQR	63	8	6	18	5
YVWA	57	37	1	0	5
WRDB	96	0	1	0	3
UGBY	27	66	6	0	1
ZNPW	71	25	2	1	1
UAOI	4	38	25	25	8
DDAE	95	0	2	0	3
OKXJ	14	26	32	1	27
XPAB	27	22	23	27	1
ZEGY	61	4	6	10	19
VHUE	88	9	0	2	1
YNII	97	0	2	0	1
MNLL	38	24	19	15	4
QAEU	81	12	3	1	3
FNOW	52	18	4	3	23
HCCU	98	0	0	1	1
ITMC	67	24	8	0	1
UYNW	56	22	2	6	14
AWCL	75	24	0	0	1
KIEH	28	52	17	1	2
ANLB	15	33	39	5	8
NDBO	88	3	5	3	1
ZVTC	4	54	37	1	4
UKSJ	56	30	1	0	13
CAVA	5	4	13	49	29
CRXP	92	3	0	0	5
TKHM	98	1	0	0	1
QCGT	69	12	16	2	1
AZMW	45	29	18	7	1
RCZJ	64	10	11	5	10
FPQE	41	38	1	7	13
OKKZ	78	8	13	0	1
UCPY	92	2	3	0	3
SIVW	74	1	20	1	4
QWOC	77	16	2	1	4
XDIB	12	65	3	5	15
EHPO	70	15	6	8	1
ZLLC	84	3	7	2	4
PCIX	84	13	2	0	1
RGBV	97	1	0	1	1
EOSL	46	14	24	2	14
KRCI	28	23	24	16	9
NWMB	41	15	18	8	18
JOWL	45	35	18	0	2
JMXH	50	7	0	14	29
LFNE	73	16	8	1	2
TJHC	9	2	49	36	4
DKCX	39	10	34	12	5
TSZV	40	12	8	14	26
WDPF	75	5	11	6	3
VNSC	34	53	3	3	7
XAEC	3	11	79	2	5
NTLA	62	35	2	0	1
FYGY	44	19	5	28	4
VJCX	44	32	9	14	1
KQXK	5	5	29	45	16
FHRA	79	11	1	7	2
OFXK	55	16	26	1	2
WHHR	3	3	80	13	1
INQZ	5	53	19	3	20
PNSE	65	4	2	7	22
GFIG	70	0	11	0	19
TINU	76	15	6	0	3
LTRH	91	1	6	1	1
STUB	62	28	9	0	1
EALV	69	18	3	3	7
CPGT	4	66	11	18	1
UOSX	45	43	4	0	8
KJNY	21	27	21	30	1
KUPT	22	69	4	4	1
NJEI	88	0	11	0	1
JVGC	2	2	25	27	44
RILI	9	25	7	45	14
EGIG	9	57	24	9	1
BXJC	61	0	8	9	22
KMOJ	11	29	57	1	2
NFBW	46	7	34	3	10
GKEP	73	18	8	0	1
CIAD	66	5	22	4	3
DCYP	70	22	5	2	1
HZTW	56	37	3	3	1
EDWF	84	9	4	2	1
OVGU	31	57	8	1	3
LKTJ	20	9	38	16	17
TIIU	96	0	0	1	3
WCZO	28	41	25	3	3
NGBW	48	44	4	1	3
GJLE	8	8	59	1	24
OKLN	28	58	10	1	3
RAYF	86	2	0	10	2
PGVZ	5	64	0	28	3
VVNP	60	0	6	25	9
KYZX	14	27	13	32	14
MPFM	91	2	4	0	3
HPOW	25	54	20	0	1
JNRL	29	10	53	5	3
VEUY	18	14	48	5	15
ADMM	46	28	0	13	13
FKHA	44	18	19	12	7
YCNQ	63	28	3	2	4
SOQT	51	33	14	0	2
WHVD	25	38	15	19	3
NEGW	85	12	0	1	2
RDZC	65	2	20	2	11
SDUX	86	3	10	0	1
NEDD	47	20	13	8	12
RQDM	54	24	10	10	2
KDBJ	68	25	3	3	1
RQKC	74	13	12	0	1
ESJR	70	1	0	8	21
SPLA	95	0	3	0	2
QYNS	20	48	27	3	2
SJMW	99	0	0	0	1
QWHW	16	67	2	5	10
DURC	38	28	28	3	3
YFLU	3	27	2	39	29
VRZJ	56	7	10	10	17
XHJC	88	10	0	1	1
VEPK	93	5	0	0	2
NZYU	84	14	0	0	2
VSAM	80	15	3	1	1
MGFC	10	67	14	0	9
EPZW	68	19	8	0	5
JTVP	23	39	21	0	17
EZGE	82	9	0	0	9
KQYR	55	10	4	23	8
JVPG	89	2	6	0	3
BXDB	95	0	3	1	1
SEXC	50	21	7	14	8
OYMB	68	30	1	0	1
QBGK	89	3	1	6	1
HACX	39	60	0	0	1
YYZJ	33	1	17	44	5
OZRY	76	15	4	0	5
JALX	93	2	0	1	4
BYVM	32	24	10	19	15
WGDT	99	0	0	0	1
UIWY	62	6	6	17	9
MANK	55	7	10	17	11
WOIK	21	61	10	1	7
SDCN	52	38	1	1	8
FVDP	45	8	35	10	2
TEAI	83	14	0	2	1
ZNWK	81	7	4	0	8
TRFN	7	62	3	18	10
XIES	5	64	4	19	8
VMQB	76	6	6	10	2
CKOA	92	5	1	1	1
LDWU	95	1	3	0	1
AIKN	67	9	15	2	7
JEPI	77	7	3	5	8
IIKR	12	9	59	4	16
XJGY	79	7	10	2	2
ROAL	86	11	0	2	1
UGRT	7	6	3	11	73
WKMQ	86	1	12	0	1
PFQH	4	66	14	15	1
KBQF	30	57	7	2	4
DPXW	42	57	0	0	1
IDBJ	87	1	8	2	2
PCVR	21	71	6	0	2
TRIA	41	48	9	0	2
VANH	24	6	34	21	15
BUZY	63	4	3	8	22
JCPF	98	1	0	0	1
VUCT	64	4	13	9	10
HAOW	62	15	7	8	8
PGPL	93	5	0	1	1
OBQI	20	50	2	25	3
THLL	98	1	0	0	1
JLQQ	57	10	21	11	1
UCPT	31	57	3	8	1
JLEP	47	5	14	22	12
YQDI	96	3	0	0	1
HRBM	19	66	0	4	11
KROC	2	31	38	26	3
ZLCN	57	15	12	4	12
